*LECROYWR64MXi, 11588,Waveform
*Segments,1,SegmentSize,20002
*Segment,TrigTime,TimeSinceSegment1
*#1,06-Dec-2010 17:50:52,0                 
*Time,Ampl
START_DATA SHIFT_FIRST_TO_ZERO FORMAT=CSV
-3.9105185e-007, 0.160301
-3.9095185e-007, 0.000307188
-3.9085185e-007, 0.000307188
-3.9075185e-007, -0.159687
-3.9065185e-007, 0.000307188
-3.9055185e-007, -0.319681
-3.9045185e-007, 0.000307188
-3.9035185e-007, -0.159687
-3.9025185e-007, 0.160301
-3.9015185e-007, 0.000307188
-3.9005185e-007, 0.000307188
-3.8995185e-007, -0.159687
-3.8985185e-007, 0.160301
-3.8975185e-007, 0.000307188
-3.8965185e-007, 0.160301
-3.8955185e-007, 0.000307188
-3.8945185e-007, -0.159687
-3.8935185e-007, -0.319681
-3.8925185e-007, 0.000307188
-3.8915185e-007, 0.160301
-3.8905185e-007, 0.000307188
-3.8895185e-007, -0.159687
-3.8885185e-007, -0.159687
-3.8875185e-007, 0.000307188
-3.8865185e-007, -0.159687
-3.8855185e-007, 0.000307188
-3.8845185e-007, -0.159687
-3.8835185e-007, -0.319681
-3.8825185e-007, -0.159687
-3.8815185e-007, 0.000307188
-3.8805185e-007, 0.000307188
-3.8795185e-007, 0.000307188
-3.8785185e-007, -0.319681
-3.8775185e-007, 0.000307188
-3.8765185e-007, 0.000307188
-3.8755185e-007, 0.000307188
-3.8745185e-007, 0.000307188
-3.8735185e-007, 0.000307188
-3.8725185e-007, -0.159687
-3.8715185e-007, 0.160301
-3.8705185e-007, 0.000307188
-3.8695185e-007, 0.000307188
-3.8685185e-007, 0.000307188
-3.8675185e-007, 0.160301
-3.8665185e-007, 0.160301
-3.8655185e-007, -0.159687
-3.8645185e-007, 0.000307188
-3.8635185e-007, -0.159687
-3.8625185e-007, 0.000307188
-3.8615185e-007, 0.000307188
-3.8605185e-007, -0.319681
-3.8595185e-007, -0.159687
-3.8585185e-007, 0.000307188
-3.8575185e-007, -0.159687
-3.8565185e-007, -0.159687
-3.8555185e-007, 0.000307188
-3.8545185e-007, -0.159687
-3.8535185e-007, -0.159687
-3.8525185e-007, -0.159687
-3.8515185e-007, 0.000307188
-3.8505185e-007, -0.159687
-3.8495185e-007, 0.000307188
-3.8485185e-007, -0.159687
-3.8475185e-007, -0.159687
-3.8465185e-007, -0.159687
-3.8455185e-007, 0.160301
-3.8445185e-007, 0.000307188
-3.8435185e-007, 0.160301
-3.8425185e-007, -0.159687
-3.8415185e-007, 0.160301
-3.8405185e-007, 0.160301
-3.8395185e-007, 0.000307188
-3.8385185e-007, 0.160301
-3.8375185e-007, 0.000307188
-3.8365185e-007, -0.159687
-3.8355185e-007, 0.000307188
-3.8345185e-007, -0.159687
-3.8335185e-007, 0.000307188
-3.8325185e-007, 0.160301
-3.8315185e-007, 0.000307188
-3.8305185e-007, 0.000307188
-3.8295185e-007, 0.160301
-3.8285185e-007, 0.000307188
-3.8275185e-007, 0.000307188
-3.8265185e-007, -0.159687
-3.8255185e-007, 0.000307188
-3.8245185e-007, 0.000307188
-3.8235185e-007, 0.000307188
-3.8225185e-007, 0.000307188
-3.8215185e-007, 0.000307188
-3.8205185e-007, 0.000307188
-3.8195185e-007, 0.000307188
-3.8185185e-007, 0.000307188
-3.8175185e-007, 0.000307188
-3.8165185e-007, 0.000307188
-3.8155185e-007, 0.000307188
-3.8145185e-007, 0.160301
-3.8135185e-007, 0.000307188
-3.8125185e-007, 0.000307188
-3.8115185e-007, 0.000307188
-3.8105185e-007, 0.000307188
-3.8095185e-007, 0.000307188
-3.8085185e-007, 0.000307188
-3.8075185e-007, 0.000307188
-3.8065185e-007, -0.159687
-3.8055185e-007, 0.000307188
-3.8045185e-007, 0.000307188
-3.8035185e-007, 0.160301
-3.8025185e-007, 0.000307188
-3.8015185e-007, 0.000307188
-3.8005185e-007, -0.159687
-3.7995185e-007, -0.319681
-3.7985185e-007, 0.000307188
-3.7975185e-007, -0.159687
-3.7965185e-007, -0.319681
-3.7955185e-007, 0.000307188
-3.7945185e-007, 0.000307188
-3.7935185e-007, -0.159687
-3.7925185e-007, 0.000307188
-3.7915185e-007, -0.159687
-3.7905185e-007, 0.000307188
-3.7895185e-007, -0.159687
-3.7885185e-007, 0.000307188
-3.7875185e-007, -0.159687
-3.7865185e-007, 0.000307188
-3.7855185e-007, 0.000307188
-3.7845185e-007, 0.000307188
-3.7835185e-007, 0.000307188
-3.7825185e-007, 0.160301
-3.7815185e-007, -0.159687
-3.7805185e-007, 0.000307188
-3.7795185e-007, -0.159687
-3.7785185e-007, -0.159687
-3.7775185e-007, 0.000307188
-3.7765185e-007, 0.000307188
-3.7755185e-007, -0.159687
-3.7745185e-007, -0.159687
-3.7735185e-007, -0.159687
-3.7725185e-007, -0.159687
-3.7715185e-007, -0.159687
-3.7705185e-007, -0.159687
-3.7695185e-007, -0.159687
-3.7685185e-007, -0.159687
-3.7675185e-007, 0.000307188
-3.7665185e-007, 0.000307188
-3.7655185e-007, -0.159687
-3.7645185e-007, -0.159687
-3.7635185e-007, -0.159687
-3.7625185e-007, 0.000307188
-3.7615185e-007, 0.160301
-3.7605185e-007, 0.000307188
-3.7595185e-007, 0.000307188
-3.7585185e-007, -0.159687
-3.7575185e-007, -0.159687
-3.7565185e-007, 0.000307188
-3.7555185e-007, -0.319681
-3.7545185e-007, -0.159687
-3.7535185e-007, 0.000307188
-3.7525185e-007, 0.160301
-3.7515185e-007, 0.000307188
-3.7505185e-007, 0.000307188
-3.7495185e-007, -0.159687
-3.7485185e-007, -0.159687
-3.7475185e-007, 0.000307188
-3.7465185e-007, 0.000307188
-3.7455185e-007, 0.000307188
-3.7445185e-007, 0.000307188
-3.7435185e-007, -0.159687
-3.7425185e-007, 0.000307188
-3.7415185e-007, -0.159687
-3.7405185e-007, -0.159687
-3.7395185e-007, -0.159687
-3.7385185e-007, 0.000307188
-3.7375185e-007, -0.159687
-3.7365185e-007, 0.160301
-3.7355185e-007, 0.160301
-3.7345185e-007, 0.000307188
-3.7335185e-007, 0.160301
-3.7325185e-007, 0.000307188
-3.7315185e-007, 0.000307188
-3.7305185e-007, 0.160301
-3.7295185e-007, 0.000307188
-3.7285185e-007, -0.159687
-3.7275185e-007, -0.159687
-3.7265185e-007, 0.000307188
-3.7255185e-007, 0.000307188
-3.7245185e-007, 0.000307188
-3.7235185e-007, -0.159687
-3.7225185e-007, -0.159687
-3.7215185e-007, -0.159687
-3.7205185e-007, -0.159687
-3.7195185e-007, 0.160301
-3.7185185e-007, 0.000307188
-3.7175185e-007, 0.000307188
-3.7165185e-007, 0.000307188
-3.7155185e-007, -0.159687
-3.7145185e-007, -0.159687
-3.7135185e-007, 0.000307188
-3.7125185e-007, 0.000307188
-3.7115185e-007, 0.000307188
-3.7105185e-007, -0.159687
-3.7095185e-007, 0.000307188
-3.7085185e-007, 0.000307188
-3.7075185e-007, 0.000307188
-3.7065185e-007, 0.000307188
-3.7055185e-007, 0.160301
-3.7045185e-007, -0.159687
-3.7035185e-007, -0.159687
-3.7025185e-007, 0.000307188
-3.7015185e-007, -0.159687
-3.7005185e-007, 0.000307188
-3.6995185e-007, 0.160301
-3.6985185e-007, -0.159687
-3.6975185e-007, 0.160301
-3.6965185e-007, 0.000307188
-3.6955185e-007, 0.000307188
-3.6945185e-007, 0.000307188
-3.6935185e-007, 0.000307188
-3.6925185e-007, -0.159687
-3.6915185e-007, -0.159687
-3.6905185e-007, 0.000307188
-3.6895185e-007, 0.000307188
-3.6885185e-007, 0.000307188
-3.6875185e-007, 0.000307188
-3.6865185e-007, 0.160301
-3.6855185e-007, -0.319681
-3.6845185e-007, 0.320295
-3.6835185e-007, 0.000307188
-3.6825185e-007, 0.000307188
-3.6815185e-007, 0.160301
-3.6805185e-007, 0.000307188
-3.6795185e-007, 0.000307188
-3.6785185e-007, 0.000307188
-3.6775185e-007, -0.159687
-3.6765185e-007, 0.000307188
-3.6755185e-007, 0.000307188
-3.6745185e-007, 0.000307188
-3.6735185e-007, 0.000307188
-3.6725185e-007, 0.000307188
-3.6715185e-007, 0.000307188
-3.6705185e-007, 0.160301
-3.6695185e-007, 0.000307188
-3.6685185e-007, 0.000307188
-3.6675185e-007, 0.000307188
-3.6665185e-007, 0.000307188
-3.6655185e-007, -0.159687
-3.6645185e-007, 0.160301
-3.6635185e-007, 0.000307188
-3.6625185e-007, -0.159687
-3.6615185e-007, 0.000307188
-3.6605185e-007, 0.000307188
-3.6595185e-007, 0.000307188
-3.6585185e-007, -0.159687
-3.6575185e-007, 0.000307188
-3.6565185e-007, 0.000307188
-3.6555185e-007, -0.159687
-3.6545185e-007, -0.159687
-3.6535185e-007, 0.000307188
-3.6525185e-007, 0.160301
-3.6515185e-007, -0.159687
-3.6505185e-007, 0.000307188
-3.6495185e-007, -0.319681
-3.6485185e-007, 0.000307188
-3.6475185e-007, -0.159687
-3.6465185e-007, 0.160301
-3.6455185e-007, 0.000307188
-3.6445185e-007, 0.000307188
-3.6435185e-007, -0.159687
-3.6425185e-007, 0.000307188
-3.6415185e-007, 0.160301
-3.6405185e-007, 0.160301
-3.6395185e-007, 0.160301
-3.6385185e-007, 0.000307188
-3.6375185e-007, 0.160301
-3.6365185e-007, 0.000307188
-3.6355185e-007, 0.160301
-3.6345185e-007, 0.160301
-3.6335185e-007, 0.160301
-3.6325185e-007, 0.000307188
-3.6315185e-007, 0.000307188
-3.6305185e-007, 0.000307188
-3.6295185e-007, 0.000307188
-3.6285185e-007, 0.000307188
-3.6275185e-007, 0.000307188
-3.6265185e-007, -0.159687
-3.6255185e-007, -0.159687
-3.6245185e-007, 0.160301
-3.6235185e-007, 0.160301
-3.6225185e-007, 0.000307188
-3.6215185e-007, 0.000307188
-3.6205185e-007, -0.159687
-3.6195185e-007, -0.159687
-3.6185185e-007, 0.160301
-3.6175185e-007, -0.159687
-3.6165185e-007, 0.000307188
-3.6155185e-007, 0.000307188
-3.6145185e-007, -0.159687
-3.6135185e-007, 0.000307188
-3.6125185e-007, 0.000307188
-3.6115185e-007, -0.159687
-3.6105185e-007, 0.000307188
-3.6095185e-007, 0.000307188
-3.6085185e-007, -0.159687
-3.6075185e-007, 0.160301
-3.6065185e-007, 0.000307188
-3.6055185e-007, 0.000307188
-3.6045185e-007, 0.000307188
-3.6035185e-007, 0.000307188
-3.6025185e-007, -0.159687
-3.6015185e-007, 0.160301
-3.6005185e-007, 0.000307188
-3.5995185e-007, 0.000307188
-3.5985185e-007, 0.320295
-3.5975185e-007, 0.000307188
-3.5965185e-007, 0.000307188
-3.5955185e-007, 0.160301
-3.5945185e-007, 0.000307188
-3.5935185e-007, 0.000307188
-3.5925185e-007, 0.000307188
-3.5915185e-007, 0.000307188
-3.5905185e-007, 0.000307188
-3.5895185e-007, 0.160301
-3.5885185e-007, 0.160301
-3.5875185e-007, 0.160301
-3.5865185e-007, 0.000307188
-3.5855185e-007, 0.000307188
-3.5845185e-007, -0.319681
-3.5835185e-007, -0.159687
-3.5825185e-007, -0.159687
-3.5815185e-007, -0.159687
-3.5805185e-007, -0.159687
-3.5795185e-007, 0.000307188
-3.5785185e-007, -0.159687
-3.5775185e-007, -0.159687
-3.5765185e-007, 0.000307188
-3.5755185e-007, 0.160301
-3.5745185e-007, 0.000307188
-3.5735185e-007, 0.000307188
-3.5725185e-007, -0.159687
-3.5715185e-007, -0.159687
-3.5705185e-007, 0.000307188
-3.5695185e-007, 0.000307188
-3.5685185e-007, 0.000307188
-3.5675185e-007, -0.159687
-3.5665185e-007, 0.160301
-3.5655185e-007, -0.159687
-3.5645185e-007, 0.160301
-3.5635185e-007, -0.159687
-3.5625185e-007, 0.000307188
-3.5615185e-007, 0.160301
-3.5605185e-007, 0.000307188
-3.5595185e-007, -0.159687
-3.5585185e-007, 0.000307188
-3.5575185e-007, -0.159687
-3.5565185e-007, 0.000307188
-3.5555185e-007, 0.160301
-3.5545185e-007, -0.159687
-3.5535185e-007, 0.000307188
-3.5525185e-007, 0.000307188
-3.5515185e-007, 0.160301
-3.5505185e-007, 0.160301
-3.5495185e-007, 0.000307188
-3.5485185e-007, 0.000307188
-3.5475185e-007, -0.159687
-3.5465185e-007, 0.000307188
-3.5455185e-007, -0.159687
-3.5445185e-007, 0.000307188
-3.5435185e-007, 0.000307188
-3.5425185e-007, 0.000307188
-3.5415185e-007, -0.159687
-3.5405185e-007, 0.000307188
-3.5395185e-007, 0.000307188
-3.5385185e-007, 0.000307188
-3.5375185e-007, 0.000307188
-3.5365185e-007, -0.159687
-3.5355185e-007, 0.000307188
-3.5345185e-007, 0.000307188
-3.5335185e-007, -0.159687
-3.5325185e-007, 0.000307188
-3.5315185e-007, 0.160301
-3.5305185e-007, -0.159687
-3.5295185e-007, 0.000307188
-3.5285185e-007, -0.159687
-3.5275185e-007, 0.160301
-3.5265185e-007, 0.000307188
-3.5255185e-007, -0.159687
-3.5245185e-007, 0.000307188
-3.5235185e-007, -0.159687
-3.5225185e-007, -0.159687
-3.5215185e-007, -0.159687
-3.5205185e-007, 0.000307188
-3.5195185e-007, 0.000307188
-3.5185185e-007, 0.160301
-3.5175185e-007, -0.159687
-3.5165185e-007, -0.159687
-3.5155185e-007, 0.160301
-3.5145185e-007, 0.000307188
-3.5135185e-007, 0.000307188
-3.5125185e-007, 0.000307188
-3.5115185e-007, -0.159687
-3.5105185e-007, -0.159687
-3.5095185e-007, -0.159687
-3.5085185e-007, 0.000307188
-3.5075185e-007, 0.000307188
-3.5065185e-007, -0.159687
-3.5055185e-007, -0.319681
-3.5045185e-007, 0.000307188
-3.5035185e-007, 0.000307188
-3.5025185e-007, 0.000307188
-3.5015185e-007, 0.000307188
-3.5005185e-007, -0.159687
-3.4995185e-007, 0.000307188
-3.4985185e-007, 0.160301
-3.4975185e-007, 0.000307188
-3.4965185e-007, -0.159687
-3.4955185e-007, 0.000307188
-3.4945185e-007, 0.000307188
-3.4935185e-007, -0.159687
-3.4925185e-007, -0.159687
-3.4915185e-007, 0.000307188
-3.4905185e-007, -0.159687
-3.4895185e-007, -0.159687
-3.4885185e-007, 0.000307188
-3.4875185e-007, -0.159687
-3.4865185e-007, -0.319681
-3.4855185e-007, 0.000307188
-3.4845185e-007, -0.159687
-3.4835185e-007, 0.000307188
-3.4825185e-007, -0.159687
-3.4815185e-007, -0.159687
-3.4805185e-007, -0.159687
-3.4795185e-007, 0.160301
-3.4785185e-007, 0.000307188
-3.4775185e-007, 0.160301
-3.4765185e-007, -0.159687
-3.4755185e-007, 0.000307188
-3.4745185e-007, 0.000307188
-3.4735185e-007, 0.160301
-3.4725185e-007, 0.000307188
-3.4715185e-007, 0.000307188
-3.4705185e-007, -0.159687
-3.4695185e-007, 0.000307188
-3.4685185e-007, -0.159687
-3.4675185e-007, 0.000307188
-3.4665185e-007, 0.000307188
-3.4655185e-007, 0.000307188
-3.4645185e-007, 0.000307188
-3.4635185e-007, 0.000307188
-3.4625185e-007, 0.000307188
-3.4615185e-007, 0.000307188
-3.4605185e-007, -0.159687
-3.4595185e-007, -0.159687
-3.4585185e-007, -0.159687
-3.4575185e-007, 0.000307188
-3.4565185e-007, -0.159687
-3.4555185e-007, -0.319681
-3.4545185e-007, 0.000307188
-3.4535185e-007, 0.000307188
-3.4525185e-007, -0.159687
-3.4515185e-007, -0.319681
-3.4505185e-007, -0.159687
-3.4495185e-007, 0.000307188
-3.4485185e-007, -0.159687
-3.4475185e-007, 0.000307188
-3.4465185e-007, 0.000307188
-3.4455185e-007, -0.159687
-3.4445185e-007, -0.159687
-3.4435185e-007, -0.159687
-3.4425185e-007, 0.000307188
-3.4415185e-007, 0.160301
-3.4405185e-007, 0.000307188
-3.4395185e-007, -0.159687
-3.4385185e-007, -0.159687
-3.4375185e-007, -0.319681
-3.4365185e-007, -0.159687
-3.4355185e-007, 0.000307188
-3.4345185e-007, -0.319681
-3.4335185e-007, 0.000307188
-3.4325185e-007, 0.000307188
-3.4315185e-007, -0.159687
-3.4305185e-007, 0.000307188
-3.4295185e-007, 0.160301
-3.4285185e-007, 0.000307188
-3.4275185e-007, 0.000307188
-3.4265185e-007, 0.000307188
-3.4255185e-007, 0.000307188
-3.4245185e-007, 0.000307188
-3.4235185e-007, 0.160301
-3.4225185e-007, 0.000307188
-3.4215185e-007, -0.159687
-3.4205185e-007, -0.159687
-3.4195185e-007, -0.159687
-3.4185185e-007, -0.159687
-3.4175185e-007, -0.159687
-3.4165185e-007, 0.000307188
-3.4155185e-007, -0.319681
-3.4145185e-007, -0.159687
-3.4135185e-007, -0.159687
-3.4125185e-007, 0.000307188
-3.4115185e-007, 0.000307188
-3.4105185e-007, 0.160301
-3.4095185e-007, -0.159687
-3.4085185e-007, -0.319681
-3.4075185e-007, 0.000307188
-3.4065185e-007, 0.000307188
-3.4055185e-007, 0.160301
-3.4045185e-007, 0.160301
-3.4035185e-007, -0.159687
-3.4025185e-007, 0.160301
-3.4015185e-007, 0.000307188
-3.4005185e-007, 0.000307188
-3.3995185e-007, 0.000307188
-3.3985185e-007, 0.160301
-3.3975185e-007, -0.159687
-3.3965185e-007, -0.159687
-3.3955185e-007, 0.160301
-3.3945185e-007, -0.159687
-3.3935185e-007, 0.000307188
-3.3925185e-007, 0.000307188
-3.3915185e-007, 0.000307188
-3.3905185e-007, 0.000307188
-3.3895185e-007, -0.159687
-3.3885185e-007, 0.000307188
-3.3875185e-007, 0.160301
-3.3865185e-007, 0.000307188
-3.3855185e-007, -0.159687
-3.3845185e-007, 0.000307188
-3.3835185e-007, -0.159687
-3.3825185e-007, 0.000307188
-3.3815185e-007, 0.000307188
-3.3805185e-007, -0.159687
-3.3795185e-007, -0.159687
-3.3785185e-007, 0.000307188
-3.3775185e-007, -0.159687
-3.3765185e-007, 0.000307188
-3.3755185e-007, 0.000307188
-3.3745185e-007, 0.160301
-3.3735185e-007, -0.159687
-3.3725185e-007, 0.000307188
-3.3715185e-007, -0.319681
-3.3705185e-007, -0.159687
-3.3695185e-007, -0.159687
-3.3685185e-007, -0.159687
-3.3675185e-007, 0.000307188
-3.3665185e-007, 0.000307188
-3.3655185e-007, 0.000307188
-3.3645185e-007, 0.000307188
-3.3635185e-007, 0.000307188
-3.3625185e-007, 0.000307188
-3.3615185e-007, 0.000307188
-3.3605185e-007, 0.000307188
-3.3595185e-007, -0.159687
-3.3585185e-007, 0.160301
-3.3575185e-007, 0.000307188
-3.3565185e-007, 0.000307188
-3.3555185e-007, -0.319681
-3.3545185e-007, 0.000307188
-3.3535185e-007, -0.159687
-3.3525185e-007, 0.160301
-3.3515185e-007, 0.160301
-3.3505185e-007, 0.160301
-3.3495185e-007, -0.159687
-3.3485185e-007, -0.159687
-3.3475185e-007, 0.000307188
-3.3465185e-007, 0.000307188
-3.3455185e-007, 0.000307188
-3.3445185e-007, 0.160301
-3.3435185e-007, 0.000307188
-3.3425185e-007, -0.319681
-3.3415185e-007, 0.000307188
-3.3405185e-007, -0.159687
-3.3395185e-007, 0.000307188
-3.3385185e-007, 0.000307188
-3.3375185e-007, 0.000307188
-3.3365185e-007, 0.000307188
-3.3355185e-007, 0.160301
-3.3345185e-007, -0.159687
-3.3335185e-007, -0.319681
-3.3325185e-007, 0.000307188
-3.3315185e-007, -0.159687
-3.3305185e-007, 0.000307188
-3.3295185e-007, 0.000307188
-3.3285185e-007, -0.159687
-3.3275185e-007, 0.000307188
-3.3265185e-007, -0.159687
-3.3255185e-007, -0.159687
-3.3245185e-007, 0.000307188
-3.3235185e-007, 0.000307188
-3.3225185e-007, -0.159687
-3.3215185e-007, -0.159687
-3.3205185e-007, -0.319681
-3.3195185e-007, -0.159687
-3.3185185e-007, 0.000307188
-3.3175185e-007, 0.000307188
-3.3165185e-007, 0.000307188
-3.3155185e-007, 0.000307188
-3.3145185e-007, -0.159687
-3.3135185e-007, -0.159687
-3.3125185e-007, 0.000307188
-3.3115185e-007, -0.159687
-3.3105185e-007, -0.159687
-3.3095185e-007, -0.159687
-3.3085185e-007, -0.159687
-3.3075185e-007, -0.159687
-3.3065185e-007, 0.000307188
-3.3055185e-007, 0.000307188
-3.3045185e-007, 0.000307188
-3.3035185e-007, 0.000307188
-3.3025185e-007, 0.000307188
-3.3015185e-007, -0.159687
-3.3005185e-007, 0.000307188
-3.2995185e-007, 0.000307188
-3.2985185e-007, 0.000307188
-3.2975185e-007, -0.159687
-3.2965185e-007, 0.000307188
-3.2955185e-007, -0.159687
-3.2945185e-007, 0.000307188
-3.2935185e-007, -0.159687
-3.2925185e-007, -0.159687
-3.2915185e-007, -0.319681
-3.2905185e-007, 0.000307188
-3.2895185e-007, -0.159687
-3.2885185e-007, -0.159687
-3.2875185e-007, 0.000307188
-3.2865185e-007, 0.000307188
-3.2855185e-007, 0.000307188
-3.2845185e-007, 0.000307188
-3.2835185e-007, -0.159687
-3.2825185e-007, 0.000307188
-3.2815185e-007, -0.159687
-3.2805185e-007, 0.000307188
-3.2795185e-007, 0.000307188
-3.2785185e-007, -0.159687
-3.2775185e-007, -0.319681
-3.2765185e-007, 0.000307188
-3.2755185e-007, -0.159687
-3.2745185e-007, -0.159687
-3.2735185e-007, 0.000307188
-3.2725185e-007, -0.159687
-3.2715185e-007, -0.159687
-3.2705185e-007, 0.000307188
-3.2695185e-007, 0.000307188
-3.2685185e-007, -0.159687
-3.2675185e-007, -0.159687
-3.2665185e-007, 0.000307188
-3.2655185e-007, -0.319681
-3.2645185e-007, -0.159687
-3.2635185e-007, -0.159687
-3.2625185e-007, -0.159687
-3.2615185e-007, 0.000307188
-3.2605185e-007, 0.000307188
-3.2595185e-007, -0.319681
-3.2585185e-007, 0.000307188
-3.2575185e-007, 0.000307188
-3.2565185e-007, 0.000307188
-3.2555185e-007, -0.159687
-3.2545185e-007, 0.000307188
-3.2535185e-007, 0.000307188
-3.2525185e-007, 0.000307188
-3.2515185e-007, 0.000307188
-3.2505185e-007, -0.159687
-3.2495185e-007, 0.000307188
-3.2485185e-007, -0.159687
-3.2475185e-007, 0.000307188
-3.2465185e-007, -0.159687
-3.2455185e-007, -0.159687
-3.2445185e-007, 0.000307188
-3.2435185e-007, 0.000307188
-3.2425185e-007, -0.159687
-3.2415185e-007, -0.159687
-3.2405185e-007, -0.159687
-3.2395185e-007, -0.159687
-3.2385185e-007, -0.159687
-3.2375185e-007, -0.159687
-3.2365185e-007, -0.159687
-3.2355185e-007, -0.159687
-3.2345185e-007, -0.159687
-3.2335185e-007, -0.159687
-3.2325185e-007, 0.000307188
-3.2315185e-007, 0.000307188
-3.2305185e-007, 0.000307188
-3.2295185e-007, -0.159687
-3.2285185e-007, 0.000307188
-3.2275185e-007, -0.159687
-3.2265185e-007, 0.000307188
-3.2255185e-007, 0.000307188
-3.2245185e-007, 0.160301
-3.2235185e-007, -0.159687
-3.2225185e-007, 0.000307188
-3.2215185e-007, 0.000307188
-3.2205185e-007, -0.159687
-3.2195185e-007, 0.000307188
-3.2185185e-007, -0.159687
-3.2175185e-007, -0.159687
-3.2165185e-007, 0.000307188
-3.2155185e-007, -0.159687
-3.2145185e-007, -0.159687
-3.2135185e-007, 0.000307188
-3.2125185e-007, -0.319681
-3.2115185e-007, -0.159687
-3.2105185e-007, 0.000307188
-3.2095185e-007, -0.159687
-3.2085185e-007, -0.319681
-3.2075185e-007, 0.000307188
-3.2065185e-007, -0.159687
-3.2055185e-007, -0.159687
-3.2045185e-007, 0.000307188
-3.2035185e-007, 0.000307188
-3.2025185e-007, 0.000307188
-3.2015185e-007, 0.160301
-3.2005185e-007, 0.160301
-3.1995185e-007, -0.159687
-3.1985185e-007, 0.000307188
-3.1975185e-007, -0.159687
-3.1965185e-007, 0.000307188
-3.1955185e-007, -0.159687
-3.1945185e-007, -0.319681
-3.1935185e-007, -0.159687
-3.1925185e-007, -0.159687
-3.1915185e-007, 0.000307188
-3.1905185e-007, 0.000307188
-3.1895185e-007, -0.159687
-3.1885185e-007, -0.319681
-3.1875185e-007, 0.000307188
-3.1865185e-007, -0.159687
-3.1855185e-007, -0.159687
-3.1845185e-007, 0.000307188
-3.1835185e-007, -0.159687
-3.1825185e-007, 0.000307188
-3.1815185e-007, -0.159687
-3.1805185e-007, 0.000307188
-3.1795185e-007, -0.159687
-3.1785185e-007, 0.000307188
-3.1775185e-007, 0.160301
-3.1765185e-007, -0.159687
-3.1755185e-007, -0.159687
-3.1745185e-007, 0.000307188
-3.1735185e-007, -0.159687
-3.1725185e-007, 0.000307188
-3.1715185e-007, -0.159687
-3.1705185e-007, -0.159687
-3.1695185e-007, -0.159687
-3.1685185e-007, 0.000307188
