LECROYWR64MXi,11588,Waveform,
Segments,1,SegmentSize,20002
Segment,TrigTime,TimeSinceSegment1,
#1,12/6/2010 17:50,0,
time(s),Ampl,,
-4.00E-07,0.000307188,,
-4.00E-07,-0.159687,,
-4.00E-07,-0.159687,,
-4.00E-07,-0.159687,,
-4.00E-07,0.000307188,,
-4.00E-07,-0.319681,,
-3.99E-07,0.000307188,,
-3.99E-07,0.000307188,,
-3.99E-07,-0.159687,,
-3.99E-07,-0.159687,,
-3.99E-07,0.000307188,,
-3.99E-07,-0.159687,,
-3.99E-07,-0.159687,,
-3.99E-07,0.000307188,,
-3.99E-07,-0.159687,,
-3.99E-07,-0.159687,,
-3.98E-07,-0.159687,,
-3.98E-07,0.000307188,,
-3.98E-07,0.160301,,
-3.98E-07,0.000307188,,
-3.98E-07,0.000307188,,
-3.98E-07,-0.159687,,
-3.98E-07,0.000307188,,
-3.98E-07,0.000307188,,
-3.98E-07,0.000307188,,
-3.98E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,0.320295,,
-3.97E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,0.000307188,,
-3.97E-07,-0.319681,,
-3.96E-07,0.000307188,,
-3.96E-07,0.000307188,,
-3.96E-07,-0.159687,,
-3.96E-07,-0.159687,,
-3.96E-07,0.000307188,,
-3.96E-07,0.000307188,,
-3.96E-07,0.000307188,,
-3.96E-07,0.000307188,,
-3.96E-07,0.000307188,,
-3.96E-07,0.000307188,,
-3.95E-07,0.000307188,,
-3.95E-07,0.000307188,,
-3.95E-07,0.000307188,,
-3.95E-07,0.160301,,
-3.95E-07,-0.159687,,
-3.95E-07,-0.159687,,
-3.95E-07,0.000307188,,
-3.95E-07,-0.159687,,
-3.95E-07,-0.159687,,
-3.95E-07,0.160301,,
-3.94E-07,-0.159687,,
-3.94E-07,-0.159687,,
-3.94E-07,0.000307188,,
-3.94E-07,-0.159687,,
-3.94E-07,0.000307188,,
-3.94E-07,0.000307188,,
-3.94E-07,-0.159687,,
-3.94E-07,0.000307188,,
-3.94E-07,-0.159687,,
-3.94E-07,-0.159687,,
-3.93E-07,0.160301,,
-3.93E-07,0.160301,,
-3.93E-07,0.000307188,,
-3.93E-07,0.000307188,,
-3.93E-07,0.000307188,,
-3.93E-07,-0.159687,,
-3.93E-07,0.000307188,,
-3.93E-07,0.000307188,,
-3.93E-07,-0.159687,,
-3.93E-07,0.000307188,,
-3.92E-07,0.000307188,,
-3.92E-07,-0.159687,,
-3.92E-07,0.160301,,
-3.92E-07,0.000307188,,
-3.92E-07,-0.159687,,
-3.92E-07,0.000307188,,
-3.92E-07,0.000307188,,
-3.92E-07,0.000307188,,
-3.92E-07,0.000307188,,
-3.92E-07,-0.319681,,
-3.91E-07,0.000307188,,
-3.91E-07,0.000307188,,
-3.91E-07,0.160301,,
-3.91E-07,0.000307188,,
-3.91E-07,0.160301,,
-3.91E-07,0.000307188,,
-3.91E-07,0.000307188,,
-3.91E-07,-0.159687,,
-3.91E-07,0.000307188,,
-3.91E-07,-0.319681,,
-3.90E-07,0.000307188,,
-3.90E-07,-0.159687,,
-3.90E-07,0.160301,,
-3.90E-07,0.000307188,,
-3.90E-07,0.000307188,,
-3.90E-07,-0.159687,,
-3.90E-07,0.160301,,
-3.90E-07,0.000307188,,
-3.90E-07,0.160301,,
-3.90E-07,0.000307188,,
-3.89E-07,-0.159687,,
-3.89E-07,-0.319681,,
-3.89E-07,0.000307188,,
-3.89E-07,0.160301,,
-3.89E-07,0.000307188,,
-3.89E-07,-0.159687,,
-3.89E-07,-0.159687,,
-3.89E-07,0.000307188,,
-3.89E-07,-0.159687,,
-3.89E-07,0.000307188,,
-3.88E-07,-0.159687,,
-3.88E-07,-0.319681,,
-3.88E-07,-0.159687,,
-3.88E-07,0.000307188,,
-3.88E-07,0.000307188,,
-3.88E-07,0.000307188,,
-3.88E-07,-0.319681,,
-3.88E-07,0.000307188,,
-3.88E-07,0.000307188,,
-3.88E-07,0.000307188,,
-3.87E-07,0.000307188,,
-3.87E-07,0.000307188,,
-3.87E-07,-0.159687,,
-3.87E-07,0.160301,,
-3.87E-07,0.000307188,,
-3.87E-07,0.000307188,,
-3.87E-07,0.000307188,,
-3.87E-07,0.160301,,
-3.87E-07,0.160301,,
-3.87E-07,-0.159687,,
-3.86E-07,0.000307188,,
